role,company,exp,salary,location,desc,req
Senior Business Analyst/ Assistant Manager - SAS Analytics,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Delhi NCR,Experience in banking / retail/DM domain with knowledge across customer lifecycle is mu...,"SAS
Linear regression
Data Analytics
logistic regression
Statistics
Analytics"
Business Analyst,Forstaffing - Executive Search Firm,4-8 Yrs,Not disclosed,Gurgaon,Hard working and positive attitude with the zeal to do things Responsibilities: Looking...,"Excel
Business Analyst
Data analytics
New product development
Management
Fund raising
Powerpoint
Investment"
Sr . Business Analyst,Decision Point Analytics,2-4 Yrs,Not disclosed,Gurgaon,Roles and Responsibilities: The incumbent for the position is expected to deliver but n...,"Analytical skills
Retail
Automation
Excel
SAS
Data management
Business Analyst
Retail management"
Business Insights Analyst,MINDBODY,1-4 Yrs,Not disclosed,Pune,Job Description JOB SUMMARY : The Business Insights Analyst assists with providing anal...,"MS SQL
data reporting
Project management
Analytical
Consulting
Data analytics
Client management
Supervision"
Snr CRM Business Analyst,Cargill India Pvt. Ltd.,3-5 Yrs,Not disclosed,karnataka,"Position Purpose & Summary Seeking creative, passionate, businessfocused Snr. CRM Busin...","Computer science
Data management
Analytical
Consulting
Gap analysis
Business case
Analytics
CRM"
"Business Analyst, R&D",Aptean,2-5 Yrs,Not disclosed,Bengaluru,Mandate/Role This position works closely with Product Management and Engineering team (...,"Product management
ERP
Data management
Database design
Test planning
VB
microsoft
Customer interaction"
Business Analyst,ARISE SOFTWARE SOLUTIONS,1-3 Yrs,Not disclosed,Hyderabad,"Roles Responsibilities Include: Strong Interpersonal, Customer Relationship Management,...","Translation
Data management
Business Analyst
Process Analyst
Operations
CRM"
Salesforce Business Analyst,VIZDA SOFTWARE SOLUTIONS PRIVATE LIMITED,2-4 Yrs,"4,00,000 - 7,00,000 PA.",Chennai(Aminjikarai),"Salesforce - Business Analyst/Admin Fresher:1. Create objects, fields, page layouts, re...","end user
requirement gathering
data management
workflow
business analysis
uat
dashboards
communication skills"
Business Analyst,Innefu Labs Pvt. Ltd.,1-3 Yrs,Not disclosed,Delhi,Duties include working with internal business customers to understand their requirement...,"Analyst
Big Data Analytics
Business Analyst
Business Analysis"
Business Analyst – Investment Solutions International,Mercer is a wholly owned subsidiary of Marsh & McLennan Companies,5-8 Yrs,Not disclosed,Mumbai,Roles and Responsibilities Stakeholder Management • Coordinate and conduct requirements...,"Gap Analysis
Change Management
User Acceptance Testing
Performance Testing
Business Solutions
Test Planning
Agile
UAT"
Product Manager / Business Analyst with AI & ML,RANDSTAD INDIA PVT LTD,12-15 Yrs,Not disclosed,Bengaluru,"Hi, Greeting from Randstad, We are hiring for one of our product based client for Banga...","Product Management
Artificial Intelligence
CSM
Software Development
User Documentation
Analytical Skills
Software Documentation
Process Improvement"
Sr. Business Analyst - SAP PLM,Mindtree Limited,5-9 Yrs,Not disclosed,Bengaluru,SAP PLM SAP PLM relevant experience of at-least 5 years At-least four full end to end i...,"Business process
Change management
Product engineering
Data management
Debugging
Test planning
Test cases
software quality"
Business Consultant/ Business Analyst- HCM/Payroll,Konnect Consultancy,2-5 Yrs,Not disclosed,Pune,Experience in end to end presales activities is an added advantage;Ideal Candidate: Fun...,"ERP
MS Data management
MIS
Reports
Talent Management
Human Resources
Business Consultant/ Business Analyst- HCM/Payroll
HR Policies"
Business Analyst/senior Business Analyst - Tableau,Huquo Consulting Pvt. Ltd,3-6 Yrs,Not disclosed,Delhi NCR,"Academic scores should me more than 60% (10th, 12th, Grad and PG) (MandatoryExperience ...","Consulting - BFSI
SAS
Data Visualization
Tableau
Data Analytics
Analytics
SQL"
Business Analyst,Analytics Vidhya Educon Pvt. Ltd,5-10 Yrs,Not disclosed,Bengaluru,"Job Description: First and foremost, problem solving ability you will be dealing with a...","Analytical skills
data science
Data management
Process orientation
Business analysis
Project management
Market research
HTML"
Business Consultant/ Business Analyst- HCM/ Payroll,Konnect Consultancy,2-6 Yrs,Not disclosed,Pune,Experience in end to end presales activities is an added advantage;Ideal Candidate: Fun...,"ERP
MS Data management
MIS
Reports
Talent Management
Human Resources
HR Policies
Recruitment"
Business Analyst Upstream Oil and gas Domain,MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,3-8 Yrs,Not disclosed,Hyderabad,Job Description : Sound knowledge in exploration and production (EP) upstream oil and g...,"Business Analyst
Data management
Geophysics
Petroleum"
Senior Business Analyst,Aptean,4-9 Yrs,Not disclosed,Bengaluru,"This position works closely with Product Management and Engineering team (Development, ...","Product management
QA
Data management
Database design
Test planning
Senior Business Analyst
System Analyst
Portfolio planning"
Senior Business Analyst/manager- SAS+ Emblem- Banking/insurance Domain,Huquo Consulting Pvt. Ltd,2-7 Yrs,Not disclosed,Delhi NCR,"SAS Emblem :-Experience in SAS Analytics, Emblem, Pricing, Insurance domain.- Experienc...","Consulting - BFSI
SAS
Business Analyst
Data Modeling
Data Analytics
Statistics
Analytics
Business Analysis"
CRM Salesforce Admin Business Analyst,AugmatrixGo,3-5 Yrs,Not disclosed,Jaipur,Description • Collaborate with project team members and key client stakeholders to scop...,"Data migration
Data management
System maintenance
Enterprise integration
data integrity
Test cases
Troubleshooting
CRM"
Senior Data Scientist / Data Scientist - KPO,NovoTree Minds Consulting Pvt. Ltd.,5-10 Yrs,Not disclosed,Anywherein India,Good understanding of mathematical foundations behind Machine Learning algorithms Under...,"Data Science
NLP
Data Scientist
Data Management
Big Data
Statistical Modeling
Data Analytics
Machine Learning"
Data Scientist - Analytics Product,Hexaconcepts,4-8 Yrs,Not disclosed,Bengaluru,"Must have hands-on experience: Pyspark, Kafka, Redshift, APIs, Flask, AWS and Docker Ma...","Data Science
Predictive Modeling
Data Scientist
Data Management
Statistical Modeling
Data Analytics
Machine Learning
Statistics"
Data Analyst,Golden Hues Consultants Private Limited,5-9 Yrs,"3,50,000 - 7,00,000 PA.",Chennai,"Experience in Data extraction , data visualization. Hands on with power Bi or Tableau. ...","Data Analysis
Data Mining
Data Extraction
Python"
Lead Data Analyst,Aura Placement and Services,6-9 Yrs,"6,00,000 - 16,00,000 PA.",Ahmedabad(Ashram Road),"Perform data analysis, data mining & data formatting for generating reports on periodic...","advanced MS Excel
SAS
Power BI
R programming
SQL
Python"
Data Scientist - Telecom - Iim/iit/bits/ Nit/fms/mdi,Change Leaders,4-8 Yrs,Not disclosed,Bengaluru,The person who will justify this role should be able to ramp-up fast on business and te...,"Data Science
Business Intelligence
SAS
Data Scientist
Data Management
Tableau
Data Analytics
Statistics"
Data Analyst - Operations,SUPPORT STAR CORPORATE SERVICES PVT. LTD.,2-4 Yrs,Not disclosed,Hyderabad,"Experience in creating Tableau Dashboard, workbooks, reports Experience in writing Pyth...","sas coding
python
importing & exporting data
Python Scripts
SAS
Data Analysis
Tableau"
Data Scientist - Fintech,BuzzHire,2-5 Yrs,Not disclosed,"Delhi NCR, Mumbai",Looking for Datascientist in fintech company based in Mumbai / Gurgaon. This is an oppo...,"Data Science
Data Scientist
Data Management
Data Analytics
Machine Learning
Analytics
Python
SQL"
Data Scientist - Artificial Intelligence,Change Leaders,3-6 Yrs,Not disclosed,Bengaluru,Description: We need ace data scientists who can develop best in class predictive model...,"IT Skills
Python
Testing
Data Science
Machine Learning
Azure
Data Science
NLP"
Senior Data Scientist - CPG Sector,NovoTree Minds Consulting Pvt. Ltd.,5-10 Yrs,Not disclosed,Bengaluru,"Previous work experience required : - 5-8 years, with atleast 2 years in advanced analy...","Data Science
Data Scientist
Data Management
Statistical Modeling
GLM / Mix Models
Data Modeling
Data Analytics
Statistics"
Data Scientist - AI + ML - Bpo/kpo,Maven Workforce Pvt. Ltd,5-10 Yrs,Not disclosed,Pune,Case 2 : Masters in Statistics or a related field where Machine learning / Deep learnin...,"Data Science
NLP
Data Scientist
Artificial Intelligence
Data Management
Big Data
Data Analytics
Machine Learning"
Senior Data Scientist - CPG Sector,NovoTree Minds Consulting Pvt. Ltd.,5-10 Yrs,Not disclosed,Bengaluru,"Previous work experience required : - 5-8 years, with atleast 2 years in advanced analy...","Data Science
Data Scientist
Data Management
Statistical Modeling
Data Modeling
Data Analytics
Statistics
Analytics"
ACO Data Analyst Call Rina,White Horse Manpower Consultancy Private Limited,2-4 Yrs,"2,00,000 - 4,00,000 PA.",Bengaluru,Extract weekly data for COMPANIES clients Make sure the data is placed in the right ser...,data analysis
Data Scientist - Machine Learning/ Deep Learning - BFS,Maven Workforce Pvt. Ltd,6-11 Yrs,Not disclosed,Pune,"Duties and Responsibilities: - Drive data-backed decisioning for customer wrt products,...","Data Science
NLP
SAS
Data Scientist
Data Management
Data Modeling
Data Warehousing
Data Analytics"
MIS Executive- Andheri West,Samrin Services LLP,2-5 Yrs,"1,50,000 - 2,50,000 PA.",Mumbai,"2 - 5 yrs of experience in relevant field .Male candidates preferredMIS reports, Cooper...","MIS
Data Analysis
Advanced Excel
Data Entry
MIS Reporting"
Principal AI Scientist - ML Engineering,Target Corporation India Pvt Ltd,10-12 Yrs,Not disclosed,Bengaluru,This role will support Target s ambitious supply chain transformation journey by buildi...,"Data analysis
Supply chain management
Simulation
data science
Machine learning
Predictive modeling
Training and Development
Data mining"
Principal Scientist - Zyoin,Zyoin Web Pvt.Ltd,2-5 Yrs,Not disclosed,"Mumbai, Bengaluru",We are looking for a Principal Scientist for one of our esteemed Clients for Bangalore ...,"Computer science
Automation
Data analysis
SAS
Analytical
Artificial Intelligence
Machine learning
Data mining"
Sr. MIS Executive & Manager Required at Canada | Australia | Germany|,Quest Immigration Services LLP,4-9 Yrs,"55,000 - 75,000 PA.","Canada, Australia",Daily basis Preparing Sales Flash reports Updating the Monthly Trackers to RSM Updating...,"mis coordinator
mis preparation
mis excel
data analysis
mis reporting
data processing
mis generation
mis specialist"
Senior MIS Executive Req at Canada | Australia,PearVisa Immigration Services Pvt Ltd.,3-8 Yrs,"37,50,000 - 75,00,000 PA.","Canada, Australia",Daily basis Preparing Sales Flash reports Updating the Monthly Trackers to RSM Updating...,"mis coordinator
MIS Preparation
mis excel
MIS Operations
mis analyst
data processing
MIS Generation
Manager MIS"
Data Analyst - Python/mysql,3D India Staffing Research Consulting Pvt Ltd,3-6 Yrs,Not disclosed,Bengaluru,Should have excellent MySQL and MS Excel skillsThe candidate should qualify checklist w...,"Product Sales
MySQL
Data Analysis
Business Operations
Data Analyst
Reporting Tools
Python"
Data Analyst - BI Tools/ Tableau and Advanced Excel - Fintech,Benchire,3-8 Yrs,Not disclosed,Bengaluru,"Work From Home Bachelors degree in Mathematics, Computer Science, Economics, or Statist...","R
Statistical modeling
Google Analytics
NoSQL
SAS
Data Analysis
Advanced Excel
Tableau"
Senior MIS Executive Req at Canada | Australia,PearVisa Immigration Services Pvt Ltd.,3-8 Yrs,"37,50,000 - 75,00,000 PA.","Canada, Australia",Daily basis Preparing Sales Flash reports Updating the Monthly Trackers to RSM Updating...,"mis coordinator
MIS Preparation
mis excel
MIS Operations
mis analyst
data processing
MIS Generation
Manager MIS"
Data Analyst - Python/mysql,3D India Staffing Research Consulting Pvt Ltd,3-6 Yrs,Not disclosed,Bengaluru,Should have excellent MySQL and MS Excel skillsThe candidate should qualify checklist w...,"Product Sales
MySQL
Data Analysis
Business Operations
Data Analyst
Reporting Tools
Python"
Data Analyst - BI Tools/ Tableau and Advanced Excel - Fintech,Benchire,3-8 Yrs,Not disclosed,Bengaluru,"Work From Home Bachelors degree in Mathematics, Computer Science, Economics, or Statist...","R
Statistical modeling
Google Analytics
NoSQL
SAS
Data Analysis
Advanced Excel
Tableau"
Data Analyst - Python,Vipsa Solutions,3-6 Yrs,Not disclosed,Chennai,3 -6 years of Proven working experience as a Data Analyst or Business Data Analyst Stro...,"Segmentation
Data Analysis
Database Design
Data Mining
Data Collection
ETL
Strong Analytical Skills
Report Writing"
Data Science Analyst - Time Series Forecasting/Python,LotusOne Talent Solutions,2-5 Yrs,Not disclosed,Hyderabad,Experience in constructing and executing queries to extract data in support of Explorat...,"Anomaly Detection
Data Science
Multivariate Analysis
Regression Analysis
R
Exploratory Data Analysis
Keras
Machine Learning"
Big Data Analyst- ML Modelling / Hadoop / Azure - immediate Joining,Teamlease Servcies limited,2-6 Yrs,"6,50,000 - 9,00,000 PA.",Mumbai,"Position: Big Data AnalystLocation: MumbaiImmediate Joining Big data:Hadoop, HDFS, Spar...","Cnn
Azure
Lstm
Reinforcement Learning
Big Data
SQL Azure
Machine Learning
Deep Learning"
Data Analyst - Python,3D India Staffing Research Consulting Pvt Ltd,3-8 Yrs,Not disclosed,Chennai,"Experience with REST, JSON or similar APIs (Must) Experience with SQL (Teradata, Oracle)","rest
python
oracle
Mongo
Troubleshooting
Teradata
redis
data analyst"
Data Analyst,Collabera Technologies Private Limited,3-5 Yrs,"10,00,000 - 13,00,000 PA.",Bengaluru,Good Knowledge of Adobe Analytics/Omniture/Sitecatalyst ImplementationGood Knowledge of...,"Sitecatalyst
Omniture
Adobe Analytics
Segmentation
Data Analysis
SQL
Python"
Senior Data Analyst - Healthcare MNC - Delhi NCR,PEOPLE STAFFING SOLUTIONS,8-12 Yrs,"7,00,000 - 17,00,000 PA.",Delhi NCR,Understanding and collecting requirements from Business user or Business Analyst and co...,"python
dml
tableau
SQL Development
toad
sql developer
dcl
ddl"
Data Analyst,Teamlease Servcies limited,5-7 Yrs,"6,00,000 - 10,00,000 PA.",Bengaluru,Roles and Responsibilities A bachelor or master’s degree in computer science/ analytics...,"Power BI
Robot Programming
Data Analysis
Tableau
Python"
Data Analyst,Concept International Business Consulting Pvt Ltd,3-7 Yrs,Not disclosed,Gurgaon,Roles and Responsibilities Responsible for Data Analytics and Marketing Data Management...,"Data Engineering
Data Analysis
SAP Analytics Cloud
Python"
